ID,Type,ContentID,Text,ReaderPreviewPath,LocalizationArea
ID,类型,内容对应ID,文本,文本预览图片路径,本地化区域划分(0所有1中2日4香港8韩16北美，多地区时数字叠加，例：日韩都上就配4+8=12)
10000,2,8087,,,
10001,2,8086,,,
10002,2,8085,,,
10003,2,8083,,,
10004,2,8084,,,
10005,2,8082,,,
10006,2,8019,,,
10007,2,27,,,
10008,2,26,,,
10009,2,21,,,
10010,2,8020,,,
10011,2,8021,,,
10012,2,8022,,,
10013,2,25,,,
10014,2,2016,,,
10015,2,2017,,,
10016,2,8023,,,
10017,2,8024,,,
10018,2,2019,,,
10019,2,2020,,,
10020,2,2021,,,
10021,2,8025,,,
10022,2,2022,,,
10023,2,8026,,,
10024,2,1041,,,
10025,2,34,,,
10026,2,37,,,
10027,2,8027,,,
10028,2,8028,,,
10029,2,8029,,,
10030,2,8030,,,
10031,2,35,,,
10032,2,8031,,,
10033,2,8032,,,
10034,2,8033,,,
10035,2,6009,,,
10036,2,8034,,,
10037,2,8035,,,
10038,2,8036,,,
10039,2,36,,,
10040,2,8037,,,
10041,2,8038,,,
10042,2,17,,,
10043,2,6025,,,
10044,2,8045,,,
10045,2,8046,,,
10046,2,8047,,,
10047,2,8048,,,
10048,2,8049,,,
10049,2,8050,,,
10050,2,8051,,,
10051,2,8075,,,
10052,2,8039,,,
10053,2,8040,,,
10054,2,8041,,,
10055,2,8042,,,
10056,2,8043,,,
10057,2,8044,,,
10058,2,7016,,,
10059,2,7017,,,
10060,2,7018,,,
10061,2,7019,,,
10062,2,7020,,,
10063,2,7021,,,
10064,2,7022,,,
