Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag,HideSymbol,AwardExhibition,IsShield,OpenSystemLimit,LocalizationArea
任务ID（主线任务：1000000—1999999；支线任务：2000000—2999999；职业任务：3000000—3999999；日常任务：4000000—4999999；周常任务：5000000—5999999；引导任务：6000000—6999999；奇遇任务：7000000—7999999；公会任务：8000000—8999999；伊甸园任务：9000000—9999999；爱神任务：10000000—10999999；伊甸园加急：11000000—11999999；冒险任务：12000000—12999999；主题副本：13000000—13999999；生活支线：14000000—14999999）,前置任务ID（任务ID|任务ID……；满足其中一个即可，是“或”的关系，可为空）,并列前置限制（任务ID|任务ID……；不仅要完成前置ID，还需要完成这个并列限制里面的所有任务才算完成所有前置，这个字段里面的id是“与”的关系，可为空）,任务名称,任务简单描述,任务类型（1，主线任务；2，支线任务；3，职业任务；4，日常任务；5，周常任务；6，引导任务；7，奇遇任务；8，公会任务；9，伊甸园任务；10，爱神任务；11，伊甸园加急；冒险任务，类型是12；副本任务，类型是13；生活支线 14；）,所属章节,章节名（可不填）,服务器等级,接取base等级限制（最低等级=最高等级；上限或者下线无限制的地方填0）,接取job等级限制（最低等级=最高等级；上限或者下线无限制的地方填0）,推送等级：推送base等级下限=推送base隐藏等级上限,职业限制（根据职业划分，填取职业ID，可填多个中间用分号隔开；0表示全职业）,性别限制（0，男；1，女；2，无限制）,接取需求道具限制（道具ID=数量|道具ID=数量;接取的时候扣除，可为空）,接取社交身份限制（0：无限制；1，队长；2，异性组队队长接取……持续添加）,交付社交身份限制（0：无限制；1，队长；2，异性组队队长接取……持续添加）,完成时间限制（单位：秒；不填表示无限制）,接取NPC（NPCid=所在场景）,交付NPC（NPCid=所在场景）,接任务获得的任务道具（道具ID=数量|道具ID=数量，可为空）,交任务需要扣除的任务道具（道具ID=数量|道具ID=数量，可为空，任务道具给的道具记得在这里回收）,接取后是否自动寻路（0.接取后不自动寻路1.接取后自动寻路）,接取形式（1：正常对话接取；2，自动接取；3，飞鸽传书）,交付形式（1：正常对话交付；2，自动交付）,快捷追踪方式（1，不可接取的时候就显示追踪；2，可接取的时候就显示追踪；3，接取之后才显示追踪）,寻路模式（1，自动寻路；2，引导提示；3，不能寻路，全靠自己找）,放弃类型（0不可放弃，1放弃任务重新开始，不保留目标进度，随机目标可再次随机目标2放弃任务后，重新接取任务，任务目标不变，任务目标的完成程度不保留3放弃任务后，重新接取任务，任务目标完成程度保留，从未完成的任务目标开始做）,销毁方式（本字段仅针对配置了接取等级上限的任务有效。1，普通销毁：已接取的过了等级段还保留；2，全部销毁：表示过了这个等级段不管接取与否，完成与否，强制删除）,任务限制销毁,周期内可以完成多少次（表示在一个刷新周期内这个任务可以重复完成多少次，目前仅对日常任务、周常任务有效）,任务群组（用于配置子任务list，仅是父任务组要配置；如果此处有数据，则后面的123个目标配置无效）,任务群组中子任务选取方式（1，系统随机选取1个任务给你；2，依次接取任务；3，玩家自由选取1个任务；4，伊甸园专用）,任务目标1：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,任务特殊信息,目标1描述,任务目标2：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,目标2特殊参数,目标2描述,任务目标3：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,目标3特殊参数,目标3描述,任务目标4,目标4特殊参数,目标4描述,任务目标5,目标5特殊参数,目标5描述,目标执行方式（1，并列执行；2，依次执行）,场景触发器：时机=时机参数=事件类型=事件参数=其他参数1=其他参数2=其他参数3|……（具体请查看说明文档，路径：rodoc\策划\配置说明文档）\r\n,是否在完成任务的时候飘任务完成的特效反馈,完成任务时飘字（不想飘不填即可）,NPC好感度（NPCID=好感度数值|NPCID=好感度数值，标识完成任务后给该NPC增加好感度，本字段暂时无效）,奖励ID（对应奖励表ID）,任务可接取时的描述,任务已完成时的描述,任务用脚本名字（Assets\Resources\CommandScript\Task路径下面配置任务对白文本名）,接任务剧本tag,交任务剧本tag,NPC显示头顶符号。不配置则默认为0。若配置为1则该任务NPC不显示头顶符号。,任务追踪界面奖励预览展示（配置道具ID，不配置则不显示）,是否屏蔽该任务（如果任务通过调整等级，暂时屏蔽了，需要在这里配置，默认0，不屏蔽）,功能开启限制（即使其他条件达成，也需要该功能开启后才会推送该任务，如果已经推送的任务，中途后台关闭了该功能，则也会在刷新任务列表时隐藏该任务）,本地化区域划分(0所有1中2日4香港8韩16北美，多地区时数字叠加，例：日韩都上就配4+8=12)
12001410,,,巫女的爱情,在神社附近有神秘的声音叫住了你，一个自称神社巫女的姑娘想要寻求你的帮助,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,10570=47,0=0,,,0,1,2,3,1,1,1,,,,,27|1011=1|47=156.01=23.85=204.6,,帮助巫女大人把许愿牌挂在樱花树上，让她与恋人相见吧,1|10570=47,Adventure_12001410_exec,挂上木牌后，巫女的恋人居然真的出现了，巫女要向你致谢,,,,,,,,,,2,5=0=3=10570=47=159=23.85=202.65=180|4=1=9=14|5=0=14=2=10570=10081,,,,1800010,樱花树下突然有人叫住了你，好像有什么事情需要帮忙,,12014,Adventure_12001410_accept,,0,,,,
12001420,12001410,,巫女的爱情,巫女在你的帮助之下见到了她的未婚夫，临行前还给了你请柬，去找村长问问吧，或许他知道些什么,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,2553=47,2553=47,,,1,1,1,2,1,1,1,,,,,27|1012=1|47=166=16=103,,打开巫女大人给你的请柬看看有什么端倪,,,,,,,,,,,,,2,2=0=22=4059|2=0=14=1=0=10933|1=0=4=10570,,,,1800020,将请柬交给村长，邀请村长来参加巫女的婚礼,请柬上的日期居然是一百多年前的，问问村长这是怎么回事,12014,Adventure_12001420_accept,Adventure_12001420_finish,0,,,,
12001430,12001420,,巫女的爱情,你收到的请柬居然是一百年前的，而且村长告诉你，那个巫女大人早已去世。去找斐扬的年龄最大的老奶奶了解一下,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,10571=47,0=0,,,1,1,2,2,1,1,1,,,,,25|100027=1|47=194.41=16.08=127.82,,听老奶奶讲巫女大人的故事,,,,,,,,,,,,,2,,,,,1800030,你遇到了早已过世的巫女？这怎么可能！去找斐扬最年长的老奶奶问问吧,,12014,Adventure_12001430_accept,,0,,,,
12001440,12001430,,巫女的爱情,巫女大人的故事着实可悲可叹，现在基本可以确定，你遇到的巫女似乎是幽灵，下一步怎么办呢？,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,10571=47,0=0,,,1,1,2,2,1,1,1,,,,,3|200013=3|47=202.89=15.98=79.15,,前往竹林，收集一些制作灵符所需的韧竹条来,15|3060205=6|48=56.29=43.02=112.62,,制作灵符还需一些魔物灵气，据说消灭斐扬东南的大脚熊就能获得,,,,,,,,,,2,1=0=11=200013=3=47=203.66=15.98=79.13|4=1=12=200013=3|4=1=7=1176=10=48=60.61=43.20=114.80=5|2=0=8=1176=10,,,,1800040,向老奶奶问问巫女后来的事情,,12014,Adventure_12001440_accept,,0,,,,
12001450,12001440,,巫女的爱情,原来你之前遇到的巫女大人是地缚灵，根据斐扬的传统，遇见地缚灵的人，都要去遇见地缚灵的地方使用特殊符文，以保平安。按照老奶奶的指示去做吧~,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,3060205=6,,,,10571=47,0=0,,,1,1,2,2,1,1,1,,,,,37|5=1,,等待老奶奶给你制作灵符,1|10571=47,Adventure_12001450_exec,老奶奶似乎还有事情要向你交代,27|1013=1|47=156.01=23.85=204.6,,前往神社，使用灵符，解除你与地缚灵的联系,,,,,,,2,4=1=14=2=10571=10152|2=0=3=10572=47=159=23.85=202.65=180|2=0=14=2=10572=10103,,,,1800050,制作符文所需的东西都已经搜集好了，交给老奶奶给你制作神秘符文,使用了灵符之后，巫女的地缚灵果然出现了，和她聊聊,12014,Adventure_12001450_accept,,0,,,,
12001460,12001450,,巫女的爱情,使用了老奶奶给你特殊符文，巫女大人的地缚灵真的出现了。 你来决定，要不要……把真相告诉她？,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,10572=47,0=0,,,1,1,2,2,1,1,1,,,12001461|12001462,3,16|0=1,,思考一下要不要告诉鬼女真相,,,,,,,,,,,,,2,,,,,1800060,告诉巫女真相？还是依旧让她活在自己的梦里，做出决定吧,,12014,Adventure_12001460_accept,,0,,,,
12001461,,,告诉巫女事实,过去的就让它过去吧，巫女大人不能永远活在自己的梦里，告诉她事实真相，让她放下执念解脱吧,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,10572=47,10571=47,,,1,1,1,2,1,1,1,,,,,7|2096=1||47=157.36=23.85=201.95,,得知真相后，巫女崩溃了，击败她化身的鬼女，让她解脱吧,,,,,,,,,,,,,2,1=0=1=2096|2=0=2=2096|2=0=4=10572,,,,1800070,告诉巫女她真相，让巫女大人放下执念解脱吧,终于让巫女大人的地缚灵解脱了，回去找老奶奶吧,12014,Adventure_12001461_accept,Adventure_12001461_finish,0,,,,
12001462,,,隐瞒巫女事实,真爱如此难得，而巫女大人她爱得这么辛苦，怎么能揭穿真相再次伤害她呢，顺着巫女大人的误会编制个善意的谎言，让巫女大人安心吧。,7,12003,鬼女的爱情,,36=0,0=0,36=0,0,2,,,,,10572=47,10571=47,,,1,1,1,2,1,1,1,,,,,37|2=1,,你不忍心告诉巫女大人真相，她信以为真,,,,,,,,,,,,,2,2=0=4=10572|2=0=9=100026,,,,1800080,隐瞒真相吧，巫女大人爱得这么辛苦，怎么能再次伤害她呢,回去找到老奶奶，告诉她你不忍心告诉巫女大人真相,12014,Adventure_12001462_accept,Adventure_12001462_finish,0,,,,
12001810,,,狸猫秘密计划,吉芬的金库丢失了一批红色魔法晶体，请你前去帮忙！,7,12005,狸猫帮,,41=0,0=0,41=0,0,2,,0,,,10150=16,10150=16,,,1,1,1,3,1,1,1,,,,,2|150067=1|16=67.61=17.01=71.36,,帮助累得气喘吁吁的法师抓住盗贼,3|200353=1|16=64.47=17.01=75.43,1,盗贼竟然是只狸猫，捡起它掉落的红色魔法晶体,,,,,,,,,,2,5=0=3=10150=16=109.25=17.01=46.01=233.00|3=0=4=10150|4=1=11=200353=1=16=64.47=17.01=75.43|2=0=12=200353=1|1=0=7=150067=1=16=67.61=17.01=71.36=1|4=1=8=150067=1|5=0=14=2=10150=10402|4=1=14=3=1023=10489|1=0=14=2=10150=11615|5=0=3=14678=16=97.10=17.01=42.90=214.00|1=0=4=14678,,,,1800090,你在吉芬撞见了一起失窃案,把从狸猫处追回的红色魔法晶体还给魔法师,12018,Adventure_12001810_accept,Adventure_12001810_finish,0,,,,
