Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag,HideSymbol,AwardExhibition,IsShield,OpenSystemLimit,LocalizationArea
任务ID（主线任务：1000000—1999999；支线任务：2000000—2999999；职业任务：3000000—3999999；日常任务：4000000—4999999；周常任务：5000000—5999999；引导任务：6000000—6999999；奇遇任务：7000000—7999999；公会任务：8000000—8999999；伊甸园任务：9000000—9999999；爱神任务：10000000—10999999；伊甸园加急：11000000—11999999；冒险任务：12000000—12999999；主题副本：13000000—13999999；生活支线：14000000—14999999）,前置任务ID（任务ID|任务ID……；满足其中一个即可，是“或”的关系，可为空）,并列前置限制（任务ID|任务ID……；不仅要完成前置ID，还需要完成这个并列限制里面的所有任务才算完成所有前置，这个字段里面的id是“与”的关系，可为空）,任务名称,任务简单描述,任务类型（1，主线任务；2，支线任务；3，职业任务；4，日常任务；5，周常任务；6，引导任务；7，奇遇任务；8，公会任务；9，伊甸园任务；10，爱神任务；11，伊甸园加急；冒险任务，类型是12；副本任务，类型是13；生活支线 14；）,所属章节（注意：此字段在热更时会调用，必须配置，每章最好控制在20个任务以内，减少消耗）,章节名（可不填）,服务器等级,接取base等级限制（最低等级=最高等级；上限或者下线无限制的地方填0）,接取job等级限制（最低等级=最高等级；上限或者下线无限制的地方填0）,推送等级：推送base等级下限=推送base隐藏等级上限,职业限制（根据职业划分，填取职业ID，可填多个中间用分号隔开；0表示全职业）,性别限制（0，男；1，女；2，无限制）,接取需求道具限制（道具ID=数量|道具ID=数量;接取的时候扣除，可为空）,接取社交身份限制（0：无限制；1，队长；2，异性组队队长接取……持续添加）,交付社交身份限制（0：无限制；1，队长；2，异性组队队长接取……持续添加）,完成时间限制（单位：秒；不填表示无限制）,接取NPC（NPCid=所在场景）,交付NPC（NPCid=所在场景）,接任务获得的任务道具（道具ID=数量|道具ID=数量，可为空）,交任务需要扣除的任务道具（道具ID=数量|道具ID=数量，可为空，任务道具给的道具记得在这里回收）,接取后是否自动寻路（0.接取后不自动寻路1.接取后自动寻路）,接取形式（1：正常对话接取；2，自动接取；3，飞鸽传书）,交付形式（1：正常对话交付；2，自动交付）,快捷追踪方式（1，不可接取的时候就显示追踪；2，可接取的时候就显示追踪；3，接取之后才显示追踪）,寻路模式（1，自动寻路；2，引导提示；3，不能寻路，全靠自己找）,放弃类型（0不可放弃，1放弃任务重新开始，不保留目标进度，随机目标可再次随机目标2放弃任务后，重新接取任务，任务目标不变，任务目标的完成程度不保留3放弃任务后，重新接取任务，任务目标完成程度保留，从未完成的任务目标开始做）,销毁方式（本字段仅针对配置了接取等级上限的任务有效。1，普通销毁：已接取的过了等级段还保留；2，全部销毁：表示过了这个等级段不管接取与否，完成与否，强制删除）,限制任务（完成此处配置的任务，销毁被限制的一整章任务）,周期内可以完成多少次（表示在一个刷新周期内这个任务可以重复完成多少次，目前仅对日常任务、周常任务有效）,任务群组（用于配置子任务list，仅是父任务组要配置；如果此处有数据，则后面的123个目标配置无效）,任务群组中子任务选取方式（1，系统随机选取1个任务给你；2，依次接取任务；3，玩家自由选取1个任务；4，伊甸园专用）,任务目标1：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,任务特殊信息,目标1描述,任务目标2：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,目标2特殊参数,目标2描述,任务目标3：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,目标3特殊参数,目标3描述,任务目标4,目标4特殊参数,目标4描述,任务目标5,目标5特殊参数,目标5描述,目标执行方式（1，并列执行；2，依次执行）,场景触发器：时机=时机参数=事件类型=事件参数=其他参数1=其他参数2=其他参数3|……（具体请查看说明文档，路径：rodoc\策划\配置说明文档）\r\n,是否在完成任务的时候飘任务完成的特效反馈,完成任务时飘字（不想飘不填即可）,NPC好感度（NPCID=好感度数值|NPCID=好感度数值，标识完成任务后给该NPC增加好感度，本字段暂时无效）,奖励ID（对应奖励表ID）,任务可接取时的描述,任务已完成时的描述,任务用脚本名字（Assets\Resources\CommandScript\Task路径下面配置任务对白文本名）,接任务剧本tag,交任务剧本tag,NPC显示头顶符号。不配置则默认为0。若配置为1则该任务NPC不显示头顶符号。,任务追踪界面奖励预览展示（配置道具ID，不配置则不显示）,是否屏蔽该任务（如果任务通过调整等级，暂时屏蔽了，需要在这里配置，默认0，不屏蔽）,功能开启限制（即使其他条件达成，也需要该功能开启后才会推送该任务，如果已经推送的任务，中途后台关闭了该功能，则也会在刷新任务列表时隐藏该任务）,本地化区域划分(0所有1中2日4香港8韩16北美，多地区时数字叠加，例：日韩都上就配4+8=12)
12005280,12005260,,挑战勇士尤利卡,打开拉特的来信看看,21,12013,依思鲁得冒险线30,,30=0,0=0,30=0,0,2,,,,,12690=60,0=0,,,0,3,2,2,1,1,1,,,,,5|0=1|60=48.05=30.28=42.89,,到伊斯鲁得酒吧寻找拉特,1|12690=60,Adventure_12005280_exec,拉特已经在酒吧备好了酒，与他聊聊最近的事吧,27|5020=1|60=59.02=30.28=38.05,104,见到拉特十分开心，与拉特喝一杯增进感情,,,,,,,2,1=0=3=12690=60=60.27=30.28=37.76=245.05|4=1=14=2=12690=11025,,,,1600010,去酒吧找拉特了解勇士尤利卡相关的事吧,拉特告知你勇士尤利卡的事,21001,,,0,,,,
12005290,12005280,,挑战勇士尤利卡,跟随拉特来到挑战场门口，遇见了似乎十分着急的尤利卡，尤利卡似乎发生了什么事。,21,12013,依思鲁得冒险线30,,30=0,0=0,30=0,0,2,,,,,12690=60,0=0,,,1,1,2,2,1,1,1,,,,,5|0=1|21=137.07=17.29=193.52,,与拉特一起去挑战场寻找尤利卡！,1|12692=21,Adventure_12005290_exec,尤利卡果然如拉特所言……向她说明自己的来意,5|0=1|21=147.46=17.29=129.18,,先找附近玩耍的孩子问问有没有见过护身符,,,,,,,2,1=0=4=12690|4=1=14=2=12691=11026|4=1=3=12691=21=135.92=17.29=195.18=69.53|1=0=3=12692=21=138.76=17.29=196.60=205.26|4=2=3=12693=21=150.78=17.29=128.76=189.52|4=2=3=12694=21=149.12=17.29=127.26=15.32|4=2=4=12691|4=2=10=3530901|4=3=23=3530901|4=3=3=12695=21=148.23=17.29=130.85=153.14|4=3=14=2=12695=11027|1=0=5=3999|1=0=5=4000|1=0=10=3530801|4=1=23=3530801,,,,1600020,向拉特询问尤利卡的更多信息,孩子的手上似乎拿着什么，问问孩子吧,21001,Adventure_12005290_accept,,0,,,,
12005300,12005290,,挑战勇士尤利卡,帮助尤利卡找回了对她十分重要的护身符。,21,12013,依思鲁得冒险线30,,30=0,0=0,30=0,0,2,,,,,12693=21,12692=21,,,1,1,1,2,1,1,1,,,,,27|5019=1|21=148.64=17.18=129.28,68,使用糖果与孩子交换，拿回尤利卡的护身符,3|200785=1|21=148.64=17.18=129.28,,从孩子手上拿回护身符吧,5|0=1|21=136.54=17.18=194.74,,把护身符拿去还给尤利卡,,,,,,,2,4=1=11=200785=1=21=148.64=17.18=129.28|4=2=12=200785=1|4=2=4=12695|4=3=3=12696=21=186.34=17.29=135.79=190.12|3=0=4=12696|3=0=4=12692|3=0=3=12697=61=58.40=11.10=60.24=99.03|3=0=3=12698=61=71.17=11.10=53.26=265.25|4=1=14=2=12693=11091|4=2=14=2=12695=11092|4=2=10=3531001|3=0=23=3531001|4=3=14=1=0=11093,,,,1600030,想想用什么办法让孩子交换护身符,拿回护身符，回去把护身符还给尤利卡吧,21001,Adventure_12005300_accept,Adventure_12005300_finish,0,,,,
12005310,12005300,,挑战勇士尤利卡,尤利卡接受了你的挑战，用尽全力战胜尤利卡吧！,21,12013,依思鲁得冒险线30,,30=0,0=0,30=0,0,2,3060425=1,,,,12698=61,12697=61,,,1,1,1,2,1,0,1,,,,,7|2200=1||61=64.90=11.10=53.09,,开启勇士挑战，用尽全力战胜尤利卡吧！<color=$$Blue$$>【挑战内容，通关有困难！请先培养好自己的装备（打造、插卡）后再试】</color>,1|12698=61,Adventure_12005310_exec,顺利获胜了，询问尤利卡护身符相关的故事,,,,,,,,,,2,3=0=4=12693|3=0=4=12694|2=0=4=12698|3=0=4=12697|3=0=6=3999|3=0=6=4000|3=0=16=5022|1=0=1=2200|4=1=2=2200|2=0=22=6038,,,,1600040,快去挑战场内挑战尤利卡吧！,尤利卡离开了挑战场，拉特在一旁似乎有话要说,21001,Adventure_12005310_accept,Adventure_12005310_finish,0,,,,
12005320,12005310,,挑战勇士柏得,拉特来信告知勇士柏得正在接受挑战，去挑战场寻找柏得进行挑战。,21,12014,依思鲁得冒险线35,,35=0,0=0,35=0,0,2,,,,,12690=60,0=0,,,0,3,2,2,1,1,1,,,,,5|0=1|61=66.38=11.10=57.95,,去伊斯鲁得挑战场寻找勇士柏得并告知你的来意,,,,,,,,,,,,,2,1=0=3=12710=61=66.82=11.10=53.66=352.50|4=2=14=1=0=11028|1=0=5=3999|1=0=5=4000,,,,1600050,收到了拉特的来信，打开看看拉特说了什么吧,去伊斯鲁得挑战场找到勇士柏得，说明来意,21001,Adventure_12005320_accept,,0,,,,
12005330,12005320,,挑战勇士柏得,柏得告知必须懂得精炼才能挑战他，你需要做出选择。,21,12014,依思鲁得冒险线35,,35=0,0=0,35=0,0,2,,,,,12710=61,0=0,,,1,1,2,2,1,1,1,,,12005340|12005350,3,16|0=1,,,,,,,,,,,,,,,2,,,,,1600060,柏得告知玩家需要懂得精炼才能与之挑战,,21001,Adventure_12005330_accept,,0,,,,
12005340,,,回答柏得|当然，我已经学会装备精炼,告知柏得已经有了精炼的经验，但是柏得似乎不相信，考验了一番。,21,12014,依思鲁得冒险线35,,35=0,0=0,35=0,0,2,,,,,12710=61,12710=61,,,1,2,1,2,1,1,1,,,,,1|12710=61,Adventure_12005340_exec,告诉柏得你已经有了有过精炼的经验,,,,,,,,,,,,,2,,,,,1600070,与柏得探讨一下精炼的奥义,成功获得挑战柏得的资格,21001,Adventure_12005340_accept,Adventure_12005340_finish,0,,,,
12005350,,,请教精炼知识|什么是精炼？,你诚实的告诉了柏得并不知道什么是精炼，柏得告知你精炼的方法。,21,12014,依思鲁得冒险线35,,35=0,0=0,35=0,0,2,,,,,12710=61,12710=61,,,1,2,1,2,1,1,1,,,,,1|3481=24,Adventure_12005350_exec,去普隆德拉找忽克连请教精炼知识,8|10802=1,3481=24,按照忽克连所说的步骤进行装备精炼,1|3481=24,Adventure_12005350_exec_1,精炼完成，但忽克连似乎还有话要说,,,,,,,2,1=0=18=24=17.79=5.16=24.11=93.88|4=3=18=61=65.80=11.10=60.51=211.81,,,,1600080,实话告知柏得自己不知道什么是精炼,成功学习精炼的知识，回去找柏得挑战他吧,21001,Adventure_12005350_accept,Adventure_12005350_finish,0,,,,
12005360,12005340|12005350,,挑战勇士柏得,柏得终于给了你挑战他的机会，拿出自己所有的本领挑战他吧。,21,12014,依思鲁得冒险线35,,35=0,0=0,35=0,0,2,3060425=1,,,,12710=61,12710=61,,,1,1,1,2,1,0,1,,,,,7|2201=1||61=67.21=11.10=55.13,,终于获得了挑战柏得的机会，加油打败柏得吧！<color=$$Blue$$>【挑战性内容，通关有困难！请先培养好自己的装备（打造、精炼、插卡）后再试】</color>,,,,,,,,,,,,,2,3=0=4=12710|3=0=6=3999|3=0=6=4000|1=0=1=2201|4=1=2=2201|3=0=22=6039,,,,1600090,对战柏得，让他领教领教你的厉害！,柏得似乎有些不可置信，告诉柏得你也是很有实力的,21001,Adventure_12005360_accept,Adventure_12005360_finish,0,,,,
12005370,12005360,,挑战勇士卡洛,回到伊斯鲁得的拉特在塞尔维亚处给你留了信，想找你叙旧。,21,12015,依思鲁得冒险线40,,40=0,0=0,40=0,0,2,,,,,12741=60,12741=60,,,0,3,1,2,1,1,1,,,,,5|0=1|60=47.23=30.28=40.69,,去伊斯鲁得酒吧找到拉特,1|12741=60,Adventure_12005370_exec,见到拉特的你十分开心，听听他远行的见闻,27|5020=1|60=59.02=30.28=38.05,103,拉特举起了酒杯，与拉特共饮一番,,,,,,,2,1=0=3=12741=60=60.27=30.28=37.76=245.05|4=1=14=2=12741=11029|4=2=3=12740=60=46.05=30.28=28.81=4.45|3=0=4=12741|3=0=3=12742=60=47.95=30.28=29.31=245.10|4=3=14=2=12740=11032,,,,1600100,收到了拉特的来信，打开看看拉特说了什么吧,突然传来了一个酒鬼的声音，拉特似乎有些激动，询问拉特为什么这么激动,21001,,Adventure_12005370_finish,0,,,,
12005380,12005370,,挑战勇士卡洛,在酒吧偶遇勇士卡洛，需要先完成卡洛的要求，才能接受你的挑战。,21,12015,依思鲁得冒险线40,,40=0,0=0,40=0,0,2,,,,,12742=60,0=0,,,1,1,2,2,1,1,1,,,,,1|12740=60,Adventure_12005380_exec,在酒吧内偶遇喝醉的勇士卡洛,5|0=1|21=78.42=17.29=137.50,,去卡洛说的地方看看，找到那一簇灌木丛,3|200806=1|21=76.75=17.18=138.16,,挖出卡洛埋在地底下的酒,3|200787=1|21=75.82=17.29=138.20,,拿起挖取出来的酒，准备送去给卡洛,,,,2,4=2=11=200806=1=21=76.75=17.18=138.16|4=3=12=200806=1|4=3=4=12740|4=3=4=12742|4=3=3=12744=21=120.87=17.29=144.67=220|4=3=3=12743=21=122.36=17.29=143.77=260.56|4=3=11=200787=1=21=75.76=17.29=138.27|4=4=12=200787=1|4=3=14=1=0=11067|4=4=14=1=0=11068|4=2=14=1=0=11095|4=3=14=1=0=11096,,,,1600110,跟随拉特去声音传来的方向，确认是否真的是卡洛,把酒带回酒吧还给卡洛吧,21001,Adventure_12005380_accept,,0,,,,
12005390,12005380,,挑战勇士卡洛,完成卡洛的委托后，与卡洛切磋一番,21,12015,依思鲁得冒险线40,,40=0,0=0,40=0,0,2,3060425=1,,,,12744=21,0=0,,,1,1,2,2,1,0,1,,,,,27|5020=1|21=120.13=17.29=144.19,,拉特十分开心，非要拉你与他喝一杯,1|12744=21,Adventure_12005390_exec,与卡洛说明自己的挑战意图,7|2202=1||21=120.18=17.29=143.32,,用尽全力打败卡洛吧<color=$$Blue$$>【挑战内容，通关有困难！请先培养好自己的装备（打造、精炼、插卡）后再试】</color>,,,,,,,2,4=2=1=2202|4=3=2=2202,,,,1600120,找到酒了回去还给他吧。就埋在原地，可能因为卡洛喝多了才没挖到的吧,终于打败了卡洛，卡洛看起来有话要说,21001,Adventure_12005390_accept,,0,,,,
12005400,12005390,,挑战勇士卡洛,与卡洛切磋一番后，成功获得了新的挑战币，但似乎这枚挑战币与之前的不大相同。,21,12015,依思鲁得冒险线40,,40=0,0=0,40=0,0,2,,,,,12744=21,12743=21,,,1,1,1,2,1,1,1,,,,,27|5021=1|21=120.13=17.29=144.19,38,收下卡洛给你的挑战介绍信,1|12744=21,Adventure_12005400_exec,卡洛似乎还有一些话要说,,,,,,,,,,2,4=2=4=12744|3=0=4=12743|4=1=22=6040,,,,1600130,失败的卡洛反而十分赞许你,看看喝醉的拉特是否需要帮助,21001,Adventure_12005400_accept,Adventure_12005400_finish,0,,,,
12005410,12005520,,艾文的介绍信,你已经完成了伊斯鲁得城中所有勇士的认可，带着艾文的介绍信去寻找擂台管理员领取奖励吧！,21,12016,依思鲁得冒险线45,,45=0,0=0,45=0,0,2,3060425=1,,,,1345=21,1345=21,,,1,1,1,2,1,0,1,,,,,1|1345=21,Adventure_12005410_exec,询问擂台管理员关于勇气徽章的事情,,,,,,,,,,,,,2,,,,,1600140,你已经完成了伊斯鲁得城中所有勇士的认可，带着艾文的介绍信去寻找擂台管理员领取奖励吧！,了解了勇气徽章相关的事宜，接下去就多收集勇气徽章吧！,21001,Adventure_12005410_accept,Adventure_12005410_finish,0,,,,
12005500,12005400,,传说勇士艾文,,21,12017,依思鲁得冒险线45,,45=0,0=0,45=0,0,2,,,,,12750=21,0=0,,,0,3,2,2,1,1,1,,,,,1|12750=21,Adventure_12005500_exec1,拉特提到有些急事，去伊斯鲁得找他,5|0=1|61=66.99=10.92=57.22,,跟着拉特去竞技场找尤利卡,1|3991=61,Adventure_12005500_exec2,询问挑战登记官竞技场近况,27|4084=1|61=54.31=10.92=63.53,,查看尤利卡留下的纸条，看是否有新线索,,,,2,1=0=3=12750=21=140.48=17.22=200.22=180.00|4=2=14=2=12750=10953|4=1=15=12005500|4=2=4=12750|4=2=3=12754=61=52.79=10.92=62.48=74.0|2=0=22=4062,,,,1600150,收到了拉特的来信，打开看看拉特说了什么吧,,21001,,,0,,,,
12005510,12005500,,传说勇士艾文,,21,12017,依思鲁得冒险线45,,45=0,0=0,45=0,0,2,,,,,12754=61,12752=21,,,1,1,1,2,1,1,1,,,,,5|0=1|505=88.67=12.45=107.02,,前往海底洞窟寻找尤利卡,2|1096=15|505=84.49=12.45=102.16,,尤利卡被魔物围住了，帮助她解围,1|12751=505,Adventure_12005510_exec,询问尤利卡更详细的信息,,,,,,,2,1=0=3=12751=505=76.40=12.45=95.58=80.00|1=0=7=1096=3=505=79.59=12.45=98.45=153060425|4=2=8=1096=3|4=1=14=1=0=10954|3=0=4=12751|2=0=3=12752=21=128.64=17.22=160.93=173.00|3=0=3=12753=61=55.45=10.92=64.66=150.00,,,,1600160,与拉特商量一下后面如何计划,回伊斯鲁得找神父，寻求解决问题的方法,21001,Adventure_12005510_accept,Adventure_12005510_finish,0,,,,
