Id,PreId,TogetherPreId,Name,TaskDes,Type,Chapter,ChapterName,ServerLevel,AcceptLimitBaseLevel,AcceptLimitJobLevel,PushLevel,AcceptLimitProfession,AcceptLimitSex,AcceptLimitItem,AcceptLimitIdentity,FinishLimitIdentity,FinishLimitCD,AcceptNpc,FinishNpc,ItemAfterAccept,ItemBeforeFinish,AcceptAutoPath,Accepttype,Finishtype,ShortcutShowType,FindwayType,AbandonType,DestroyType,LimitTask,CycleNumber,TargetSubTasks,TargetSubTaskChoose,Target1,SpecialMes1,TargetDes1,Target2,SpecialMes2,TargetDes2,Target3,SpecialMes3,TargetDes3,Target4,SpecialMes4,TargetDes4,Target5,SpecialMes5,TargetDes5,TargetRunType,TaskTrigger,IsReminder,FinishTips,NpcFavors,RewardID,DescAcceptable,DescCanFinish,TalkScript,TaskAcceptScriptTag,TaskFinishScriptTag,HideSymbol,AwardExhibition,IsShield,OpenSystemLimit,LocalizationArea
任务ID（主线任务：1000000—1999999；支线任务：2000000—2999999；职业任务：3000000—3999999；日常任务：4000000—4999999；周常任务：5000000—5999999；引导任务：6000000—6999999；奇遇任务：7000000—7999999；公会任务：8000000—8999999；伊甸园任务：9000000—9999999；爱神任务：10000000—10999999；伊甸园加急：11000000—11999999；冒险任务：12000000—12999999；主题副本：13000000—13999999；生活支线：14000000—14999999）,前置任务ID（任务ID|任务ID……；满足其中一个即可，是“或”的关系，可为空）,并列前置限制（任务ID|任务ID……；不仅要完成前置ID，还需要完成这个并列限制里面的所有任务才算完成所有前置，这个字段里面的id是“与”的关系，可为空）,任务名称,任务简单描述,任务类型（1，主线任务；2，支线任务；3，职业任务；4，日常任务；5，周常任务；6，引导任务；7，奇遇任务；8，公会任务；9，伊甸园任务；10，爱神任务；11，伊甸园加急；冒险任务，类型是12；副本任务，类型是13；生活支线 14；）,所属章节（注意：此字段在热更时会调用，必须配置，每章最好控制在20个任务以内，减少消耗）,章节名（可不填）,服务器等级,接取base等级限制（最低等级=最高等级；上限或者下线无限制的地方填0）,接取job等级限制（最低等级=最高等级；上限或者下线无限制的地方填0）,推送等级：推送base等级下限=推送base隐藏等级上限,职业限制（根据职业划分，填取职业ID，可填多个中间用分号隔开；0表示全职业）,性别限制（0，男；1，女；2，无限制）,接取需求道具限制（道具ID=数量|道具ID=数量;接取的时候扣除，可为空）,接取社交身份限制（0：无限制；1，队长；2，异性组队队长接取……持续添加）,交付社交身份限制（0：无限制；1，队长；2，异性组队队长接取……持续添加）,完成时间限制（单位：秒；不填表示无限制）,接取NPC（NPCid=所在场景）,交付NPC（NPCid=所在场景）,接任务获得的任务道具（道具ID=数量|道具ID=数量，可为空）,交任务需要扣除的任务道具（道具ID=数量|道具ID=数量，可为空，任务道具给的道具记得在这里回收）,接取后是否自动寻路（0.接取后不自动寻路1.接取后自动寻路）,接取形式（1：正常对话接取；2，自动接取；3，飞鸽传书）,交付形式（1：正常对话交付；2，自动交付）,快捷追踪方式（1，不可接取的时候就显示追踪；2，可接取的时候就显示追踪；3，接取之后才显示追踪）,寻路模式（1，自动寻路；2，引导提示；3，不能寻路，全靠自己找）,放弃类型（0不可放弃，1放弃任务重新开始，不保留目标进度，随机目标可再次随机目标2放弃任务后，重新接取任务，任务目标不变，任务目标的完成程度不保留3放弃任务后，重新接取任务，任务目标完成程度保留，从未完成的任务目标开始做）,销毁方式（本字段仅针对配置了接取等级上限的任务有效。1，普通销毁：已接取的过了等级段还保留；2，全部销毁：表示过了这个等级段不管接取与否，完成与否，强制删除）,限制任务（完成此处配置的任务，销毁被限制的一整章任务）,周期内可以完成多少次（表示在一个刷新周期内这个任务可以重复完成多少次，目前仅对日常任务、周常任务有效）,任务群组（用于配置子任务list，仅是父任务组要配置；如果此处有数据，则后面的123个目标配置无效）,任务群组中子任务选取方式（1，系统随机选取1个任务给你；2，依次接取任务；3，玩家自由选取1个任务；4，伊甸园专用）,任务目标1：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,任务特殊信息（1：非打怪类回收任务）,目标1描述,任务目标2：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,目标2特殊参数,目标2描述,任务目标3：目标类型|目标参数=参数数量|寻路场景id=X=Y=Z；具体请查看说明文档，路径：rodoc\策划\配置说明文档\r\n（1，对话；2，打怪；3：采集；4，收集；5，寻路；6：使用道具；7：完成副本；8：完成操作；9：拍照；10：活动任务；11：成就任务；12：公会任务；13：社交任务；14：脚本；15：打怪收集；16父子任务，17进入副本，18单人烹饪；19，完成双人烹饪副本；20搭乘公共载具；21，与场景进行交互；22，搭乘单人载具）,目标3特殊参数,目标3描述,任务目标4,目标4特殊参数,目标4描述,任务目标5,目标5特殊参数,目标5描述,目标执行方式（1，并列执行；2，依次执行）,场景触发器：时机=时机参数=事件类型=事件参数=其他参数1=其他参数2=其他参数3|……（具体请查看说明文档，路径：rodoc\策划\配置说明文档）\r\n,是否在完成任务的时候飘任务完成的特效反馈,完成任务时飘字（不想飘不填即可）,NPC好感度（NPCID=好感度数值|NPCID=好感度数值，标识完成任务后给该NPC增加好感度，本字段暂时无效）,奖励ID（对应奖励表ID）,任务可接取时的描述,任务已完成时的描述,任务用脚本名字（Assets\Resources\CommandScript\Task路径下面配置任务对白文本名）,接任务剧本tag,交任务剧本tag,是否隐藏npc头顶符号,任务追踪界面奖励预览展示（配置道具ID，不配置则不显示）,是否屏蔽该任务（如果任务通过调整等级，暂时屏蔽了，需要在这里配置，默认0，不屏蔽）,功能开启限制（即使其他条件达成，也需要该功能开启后才会推送该任务，如果已经推送的任务，中途后台关闭了该功能，则也会在刷新任务列表时隐藏该任务）,本地化区域划分(0所有1中2日4香港8韩16北美，多地区时数字叠加，例：日韩都上就配4+8=12)
17000001,,,物种天然,这个世界中有很多顺应自然而生的资源，快去发现他们吧！,17,17001,,,41=0,0=0,0=0,0,2,,0,0,,2593=47,2593=47,,,1,1,1,3,1,1,,,,,,8|6030=60|4=159.65=6.45=115.00,,钓鱼60次,,,,,,,,,,,,,2,,,,,3110080,好像有委托任务发布，去看看吧,回去找到委托人交付委托,17000,Entrust_17000001_accept,Entrust17000001_finish,,,,,
17000005,,,魔物试炼,击杀高于自身base等级的魔物，在不断的磨炼中提升自己,17,17005,,,20=0,0=0,0=0,0,2,,0,0,,1049=7,1049=7,,,1,1,1,3,1,1,,,,,,30|9=50,,可通过图鉴查找,,,,,,,,,,,,,2,,,,,3110060,好像有委托任务发布，去看看吧,回复武艺骑士,17000,Entrust_17000005_accept,Entrust_17000005_finish,,,,,
17000012,,,高级魔物研究,皇家研究所总是准备好了丰厚的奖励给完成了他们委托的冒险者。,17,17012,,,30=0,0=0,0=0,0,2,,0,0,,1708=16,1708=16,,,1,1,1,3,1,1,,,,,,30|1=1|501=120.55=1.73=124.9,,对这些魔物进行击败取样（可通过<color=$$Yellow$$>图鉴</color>查找）,30|4=1|5=59.41=10.00=82.83,,,30|5=1|13=139.69=12.61=147.68,,,,,,,,,1,,,,,3110090,好像有委托任务发布，去看看吧,回复皇室特使,17000,EdenTask_17000012_accept,EdenTask_17000012_finish,,,,,
17000017,,,收集道具,普隆德拉的贵重品商人需要你帮忙收集一些道具。,17,17017,,,25=0,0=0,0=0,0,2,,0,0,,3135=50,3135=50,,,0,1,1,3,1,1,,,,,,29|0=0,,帮助甘希尔德收集道具,,,,,,,,,,,,,1,,,,,3100050,好像有委托任务发布，去看看吧,回复甘希尔德,17000,Entrust17000017_accept,Entrust17000017_finish,,,,,
17000018,,,贸易传说手记,以20万波利币为目标，自由地进行贸易吧！,17,17018,,,30=0,0=0,0=0,0,2,,0,0,,9990=21,9990=21,9999900=1,9999900=1,1,1,1,3,1,1,,,,,,8|5123=1,,到每个城市的商人处进行贸易，路上偶尔会出现兜售小道消息的小贩，不要错过哦,,,,,,,,,,,,,2,1=0=10=907201|3=0=23=907201,,,,3110050,好像有委托任务发布，去看看吧,带着贸易获得的波利币，向老商人汇报,17000,EdenTask_17000018_accept,EdenTask_17000018_finish,,,,,
17000019,,,沿路之景,有位曾经环游过世界，很厉害的老爷爷，他有些事情拜托你。,17,17111,,,16=0,0=0,0=0,0,2,,0,0,,2592=47,2592=47,,,1,1,1,3,1,1,,,2,,,31|1=5|,,根据图示前往相应景点拍摄一张照片,,,,,,,,,,,,,2,,,,,3110080,好像有委托任务发布，去看看吧,把拍摄的精美照片交予老爷爷吧,17000,EdenTask_17000019_accept,EdenTask_17000019_finish,,,,,
17000340,,,白羽团历练,白羽团发布了历练任务，需要冒险家的协助。,17,17050,,,16=0,0=0,0=0,0,2,,0,0,,,,,,1,1,1,3,1,2,,,999,,,40|6=5,,,,,,,,,,,,,,,2,,,,,3110020,好像有委托任务发布，去看看吧,回复白羽团,17021,Entrust_17000040_accept,Entrust_17000040_submit,,,,,
17000500,,,喷泉舞蹈会,尽情享受舞蹈的欢乐时光吧~,17,17056,,,16=0,0=0,0=0,0,2,,0,0,,1296=7,1296=7,,,1,1,2,3,1,1,,,999,17000510|17000520,3,16|0=1|,,,,,,,,,,,,,,,2,,,,,,有跳舞任务，去看看吧,回复伊露娜,17021,Entrust_17000500_accept,Entrust_17000500_submit,,,,,
17000510,,,喷泉舞蹈会,尽情享受舞蹈的欢乐时光吧~,17,17056,,,16=0,0=0,0=0,0,2,,0,0,,1296=7,1296=7,,,1,1,1,3,1,1,,,,,,42|0=1|7=94.13=10.77=128.03,13=900,请前往<color=$$Blue$$>普隆德拉中央喷泉</color>享受舞蹈的欢乐时光,,,,,,,,,,,,,2,,,,,3110050,有跳舞任务，去看看吧,回复伊露娜,17021,Entrust_17000090_accept,Entrust_17000090_submit,,,,,
