ID,RewardType,RewardID,ShowInterfaceID,SpecialDescription,TypeID,TypeName,Value,Probability,ServerType,ServerDays,LimitProfession,LimitLevel,LimitSex,Underline,DisplayType,DisplayTime
唯一ID（主键不能修改）调整顺序时，需要看增量表是否有这个字段,奖励类型（1=道具表，2=特殊类型）,奖励ID（道具ID）,显示在对应的界面ID（可配置多个界面显示，用竖线隔开）,道具描述（奖励类型为特殊类型时，的道具名称描述）,类型ID,类型名称（卡池内道具分类）,数量（奖励ID的数量）,产出概率（万分比）,当前服务器开服天数还是开启时活动天数，不填写时为当前，填写时为FestivalType,服务器开服天数配置，格式举例1：7=10，即开服第7天至开服第10天，每过一次5点则计为1天,职业限制，若商品配置了对应值则只有对应职业可见，0默认为无职业限制,等级限制，若商品配置了该字段，则当角色达到对应等级后才能看见该商品，否则隐藏。,0含义为所有性别可见；\r\n1含义为男性可见；\r\n2含义为女性可见。,在该道具下方增加分割线，配置1则显示，0则隐藏。,0或者不填写，则不读后面的字段，1=不循环：开始日期=开始时间|结束日期=结束时间。2=每日循环：开始时间|结束时间。3=每周循环：星期x=星期x=星期x|开始时间|结束时间。4=每月固定日期循环：日期1=日期2=日期3=…|开始时间|结束时间。5=每月时间段循环：开始日=开始时间|结束日=结束时间。6=每年时间段循环：开始日期=开始时间|结束日期=结束时间,售卖时间，格式根据左边字段的枚举来
20011000,1,1070005,2001,,101,稀有头饰,1,5,,,,,,,,
20011001,1,1070007,2001,,101,稀有头饰,1,5,,,,,,,,
20011002,1,1070020,2001,,101,稀有头饰,1,5,,,,,,,,
20011003,1,1070024,2001,,101,稀有头饰,1,5,,,,,,,,
20011004,1,1070037,2001,,101,稀有头饰,1,5,,,,,,,,
20011005,1,1070043,2001,,101,稀有头饰,1,5,,,,,,,,
20011006,1,1070044,2001,,101,稀有头饰,1,5,,,,,,,,
20011007,1,1070059,2001,,101,稀有头饰,1,5,,,,,,,,
20011008,1,1070062,2001,,101,稀有头饰,1,5,,,,,,,,
20011009,1,1070063,2001,,101,稀有头饰,1,5,,,,,,,,
20011010,1,1070142,2001,,101,稀有头饰,1,5,,,,,,,,
20011011,1,1070145,2001,,101,稀有头饰,1,5,,,,,,,,
20011012,1,1070146,2001,,101,稀有头饰,1,5,,,,,,,,
20011013,1,1070151,2001,,101,稀有头饰,1,5,,,,,,,,
20011014,1,1070156,2001,,101,稀有头饰,1,5,,,,,,,,
20011015,1,1070158,2001,,101,稀有头饰,1,5,,,,,,,,
20011016,1,1070160,2001,,101,稀有头饰,1,5,,,,,,,,
20011017,1,1070161,2001,,101,稀有头饰,1,5,,,,,,,,
20011018,1,1080005,2001,,101,稀有头饰,1,5,,,,,,,,
20011019,1,1080010,2001,,101,稀有头饰,1,5,,,,,,,,
20011020,1,1090004,2001,,101,稀有头饰,1,5,,,,,,,,
20011021,1,1090007,2001,,101,稀有头饰,1,5,,,,,,,,
20011022,1,1070066,2001,,101,稀有头饰,1,5,,,,,,,,
20011023,1,1070075,2001,,101,稀有头饰,1,5,,,,,,,,
20011024,1,1070076,2001,,101,稀有头饰,1,5,,,,,,,,
20011025,1,1070077,2001,,101,稀有头饰,1,5,,,,,,,,
20011026,1,1080021,2001,,101,稀有头饰,1,5,,,,,,,,
20011027,1,1080023,2001,,101,稀有头饰,1,5,,,,,,,,
20011028,1,1080024,2001,,101,稀有头饰,1,5,,,,,,,,
20011029,1,1090014,2001,,101,稀有头饰,1,5,,,,,,,,
20011030,1,1090015,2001,,101,稀有头饰,1,5,,,,,,,,
20011031,1,1070014,2001,,101,稀有头饰,1,5,,,,,,,,
20011032,1,1080026,2001,,101,稀有头饰,1,5,,,,,,,,
20011033,1,1070079,2001,,101,稀有头饰,1,5,,,,,,,,
20011034,1,1070080,2001,,101,稀有头饰,1,5,,,,,,,,
20011035,1,1070013,2001,,102,普通头饰,1,80,,,,,,,,
20011036,1,1070016,2001,,102,普通头饰,1,80,,,,,,,,
20011037,1,1070017,2001,,102,普通头饰,1,80,,,,,,,,
20011038,1,1070026,2001,,102,普通头饰,1,80,,,,,,,,
20011039,1,1070031,2001,,102,普通头饰,1,80,,,,,,,,
20011040,1,1070051,2001,,102,普通头饰,1,80,,,,,,,,
20011041,1,1070143,2001,,102,普通头饰,1,80,,,,,,,,
20011042,1,1070073,2001,,102,普通头饰,1,80,,,,,,,,
20011043,1,2091115,2001,,103,稀有材料,1,250,,,,,,,,
20011044,1,2091114,2001,,103,稀有材料,1,1200,,,,,,,,
20011045,1,1290019,2001,,103,稀有材料,1,65,,,,,,,,
20011046,1,1290020,2001,,103,稀有材料,1,65,,,,,,,,
20011047,1,1270005,2001,,103,稀有材料,1,65,,,,,,,,
20011048,1,1280012,2001,,103,稀有材料,1,65,,,,,,,,
20011049,1,1290021,2001,,103,稀有材料,1,65,,,,,,,,
20011050,1,1290022,2001,,103,稀有材料,1,120,,,,,,,,
20011051,1,1290023,2001,,103,稀有材料,1,120,,,,,,,,
20011052,1,1290024,2001,,103,稀有材料,1,120,,,,,,,,
20011053,1,1290025,2001,,103,稀有材料,1,120,,,,,,,,
20011054,1,1290026,2001,,103,稀有材料,1,120,,,,,,,,
20011055,1,1290027,2001,,103,稀有材料,1,120,,,,,,,,
20011056,1,1270011,2001,,103,稀有材料,1,120,,,,,,,,
20011057,1,1290028,2001,,103,稀有材料,1,120,,,,,,,,
20011058,1,1270004,2001,,103,稀有材料,1,120,,,,,,,,
20011059,1,1270012,2001,,103,稀有材料,1,120,,,,,,,,
20011060,1,1270002,2001,,103,稀有材料,1,4200,,,,,,,,
20011061,1,1270006,2001,,103,稀有材料,1,2100,,,,,,,,
10011000,1,3020003,1001,,104,稀有材料,1,2350,,,,,,,,
10011001,1,3020004,1001,,104,稀有材料,1,2350,,,,,,,,
10011002,1,2034003,1001,,104,稀有材料,1,2350,,,,,,,,
10011003,1,3023001,1001,,104,稀有材料,1,2350,,,,,,,,
10011004,1,1270006,1001,,104,稀有材料,1,600,,,,,,,,
40010980,1,60650047,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211223=0000|20220106=2359
10010981,1,60650048,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211223=0000|20220106=2359
40010982,1,60650049,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211223=0000|20220106=2359
40010983,1,60650043,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211028=0000|20211107=2359
40010984,1,60650044,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211028=0000|20211107=2359
40010985,1,60650045,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211028=0000|20211107=2359
40010986,1,60650046,4001,,105,稀有道具,1,2000,,,,999=-1,,,1,20211028=0000|20211107=2359
40010987,1,2080120,4001,,105,稀有道具,1,2000,,,,,,,,
40010988,1,2080125,4001,,105,稀有道具,1,2000,,,,,,,,
40010989,1,2080126,4001,,105,稀有道具,1,2000,,,,,,,,
40010990,1,2080127,4001,,105,稀有道具,1,2000,,,,,,,,
40010991,1,1080089,4001,,105,稀有道具,1,250,,,,,,,,
40010992,1,1090067,4001,,105,稀有道具,1,250,,,,,,,,
40010993,1,60650041,4001,,105,稀有道具,1,3000,,,,,,,,
40010994,1,60650040,4001,,105,稀有道具,1,3000,,,,,,,,
40010995,1,60650036,4001,,105,稀有道具,1,3000,,,,,,,,
40010996,1,60650038,4001,,105,稀有道具,1,2300,,,,,,,,
40010997,1,60650037,4001,,105,稀有道具,1,2300,,,,,,,,
40010998,1,60650035,4001,,105,稀有道具,1,2300,,,,,,,,
40010999,1,60650033,4001,,105,稀有道具,1,2300,,,,,,,,
40011000,1,60650032,4001,,105,稀有道具,1,2300,,,,65=-1,,,,
40011001,1,60650031,4001,,105,稀有道具,1,2300,,,,65=-1,,,,
40011002,1,60650010,4001,,105,稀有道具,1,2300,,,,65=-1,,,,
40011003,1,60650000,4001,,105,稀有道具,1,2300,,,,,,,,
40011004,1,3010123,4001,,105,稀有道具,1,1000,,,,999=-1,,,,
40011005,1,60660000,4001,,105,稀有道具,1,4000,,,,55=-1,,,,
40011006,1,60660010,4001,,105,稀有道具,1,4000,,,,55=-1,,,,
40011007,1,60660040,4001,,105,稀有道具,1,4000,,,,60=-1,,,,
40011008,1,2091111,4001,,105,稀有道具,1,1000,,,,,,,,
40011009,1,3020022,4001,,105,稀有道具,1,1000,,,,,,,,
40011010,1,2052003,4001,,105,稀有道具,1,2500,,,,25=-1,,,,
40011011,1,3021010,4001,,105,稀有道具,1,1500,,,,75=-1,,,,
