ID,Comment1,Comment2,MapEventDesc,,,,,,,,,,,,
ID,注释1,注释2,合成的字符串，导出这一列。后面的都只是策划用，不导出,0无,1晴天,2阴天,3雾天,4小雨,5大雨,6雷雨,7小雪,8大雪,9沙尘,10雨后,11雪后
11,西门,晨,||||1||||||5|,,,,,1,,,,,,5,
12,西门,昼,||||1||||||5|,,,,,1,,,,,,5,
13,西门,夕,||||1||||||5|,,,,,1,,,,,,5,
14,西门,夜,||||1|||||||,,,,,1,,,,,,,
41,南门,晨,|||||1=3|||||5|,,,,,,1=3,,,,,5,
42,南门,昼,|||||1=3|||||5|,,,,,,1=3,,,,,5,
43,南门,夕,|||||1=3|||||5|,,,,,,1=3,,,,,5,
44,南门,夜,|||||1=3||||||,,,,,,1=3,,,,,,
51,北门,晨,||||1=4||||||5|,,,,,1=4,,,,,,5,
52,北门,昼,||||1=4||||||5|,,,,,1=4,,,,,,5,
53,北门,夕,||||1=4||||||5|,,,,,1=4,,,,,,5,
54,北门,夜,||||1=4|||||||,,,,,1=4,,,,,,,
71,普隆德拉,晨,||||||7|||||,,,,,,,7,,,,,
72,普隆德拉,昼,||||||7|||||,,,,,,,7,,,,,
73,普隆德拉,夕,||||||7|||||,,,,,,,7,,,,,
74,普隆德拉,夜,||||||7|||||,,,,,,,7,,,,,
81,哥布灵森林,晨,||||||7|||||,,,,,,,7,,,,,
82,哥布灵森林,昼,||||||7|||||,,,,,,,7,,,,,
83,哥布灵森林,夕,||||||7|||||,,,,,,,7,,,,,
84,哥布灵森林,夜,||||||7|||||,,,,,,,7,,,,,
91,芋虫峡谷,晨,|||||4||||||,,,,,,4,,,,,,
92,芋虫峡谷,昼,|||||4||||||,,,,,,4,,,,,,
93,芋虫峡谷,夕,|||||4||||||,,,,,,4,,,,,,
94,芋虫峡谷,夜,|||||4||||||,,,,,,4,,,,,,
101,吉芬北部,晨,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
102,吉芬北部,昼,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
103,吉芬北部,夕,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
104,吉芬北部,夜,||||1=3=4|||||||,,,,,1=3=4,,,,,,,
111,沙漠岔道,晨,|||||||||||,,,,,,,,,,,,
112,沙漠岔道,昼,|||||||||||,,,,,,,,,,,,
113,沙漠岔道,夕,|||||||||||,,,,,,,,,,,,
114,沙漠岔道,夜,|||||||||||,,,,,,,,,,,,
121,吉芬西部,晨,||||1=4|||||||,,,,,1=4,,,,,,,
122,吉芬西部,昼,||||1=4|||||||,,,,,1=4,,,,,,,
123,吉芬西部,夕,||||1=4|||||||,,,,,1=4,,,,,,,
124,吉芬西部,夜,||||1=4|||||||,,,,,1=4,,,,,,,
131,波利岛,晨,||||||||||5|,,,,,,,,,,,5,
132,波利岛,昼,||||||||||5|,,,,,,,,,,,5,
133,波利岛,夕,||||||||||5|,,,,,,,,,,,5,
134,波利岛,夜,|||||||||||,,,,,,,,,,,,
161,吉芬,晨,|||||||||||,,,,,,,,,,,,
162,吉芬,昼,|||||||||||,,,,,,,,,,,,
163,吉芬,夕,|||||||||||,,,,,,,,,,,,
164,吉芬,夜,|||||||||||,,,,,,,,,,,,
