Id,NameDesign,Desc,Name,IsIP,SkillUuid,EffectIDs,TargetType,SkillScriptType,SpecialSkillType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea
编号,技能名字（策划用备注）,描述,技能名字,是否沿用端游翻译（0否 1是）,技能标识ID，通过buff换技能用,"技能ID数组\r\n（每个等级一个ID,主动读SkillEffectTable,被动读SkillPassiveTable)","技能目标类型\r\n（被动-1 ， 0所有，1自己，2友方，3队伍，4敌人，5死亡的友方, 6自己的宠物, 7自己的最终召唤者）","技能来自(0目前已有技能, 1宠物技能)","宠物技能类型(0或不填为正常非宠物技能, 1宠物普通攻击, 2宠物主动技能, 3宠物特殊技能)",技能目标范围类型\r\n（-1.被动 0.目标 1.方向 2.坐标 3.自己）,技能射程类型\r\n（0.近战  1.远程  2.随释放时距离目标的距离而定（a.>=4米远程  b.<4米近战（距离global表配置）））,技能仇恨类型\r\n（被动-1 ，1.伤害 2.支援 3.嘲讽类 4.伤害+支援类  ）,技能类型（0.普通技能  1.偷窃类技能  2.怪物互击  3.位移类技能 4.解控类技能 7.骑乘类技能）,技能伤害类型\r\n（被动-1 ，0普攻   1物理，2魔法，3混合）,是否被ASPD影响\r\n（被动-1 ，0.不被影响  1.被影响）,ASPD影响百分比,技能产生的共CD是否受到ASPD加成（被动技能填-1 ，0.不被影响  1.被影响）,是否AOE技能\r\n（0.否    1.是）,技能状态被打断配置（0不可被击退 1可以被击退但不打断 2可以被击退并且打断技能状态）,技能属性（被动技能填-1 ，）,是否可以击飞,技能失效范围（填0时默认为20）,是否受射程属性影响（0.不受  1.受）,是否和武器比较射程（0.不比较 1.比较）,武器限制（不填无限制，填则走EquipWeaponTable定义的值，可多填）,副手武器限制（不填无限制，填则走EquipWeaponTable定义的值，可多填）,技能同时存在个数上限（无则不填）,是否隐藏CD（0不隐藏，1隐藏）,额外的技能ID数组(每个等级一个ID),技能位置,特殊前置条件（0任务）,释放后是否自动普攻（0释放后接自动普攻，1释放后不接自动普攻）,释放技能是否改变目标颜色（0为不改颜色，1为改颜色）,释放技能是否改变目标颜色（填写模板名则改变，不填写则不变）,可强制打断的技能ID（可配置多个）,是否使用箭矢及消耗数量,额外的图标（当额外技能是独立技能时有用）,指定场景ID不可释放,指定场景类型不可释放,是否需要显示施法范围,额外技能是否为独立的技能,是否为被动技能,自动战斗释放优先级（默认为0，数字越大优先级越高）,技能能量（填SkillEffectTable表中对应技能的不同等级的最大值，没有则不填）,能量不足时的提示（只有能量类技能才会显示，对应ChineseTable字段）,动作文件夹（被动技能填-1 ，0通用，1职业）,动作播放顺序（-1.随机   0.按序  >0.按照配置顺序的序号播放）,"前置技能和等级(id=lv,id=lv)",技能类别图标（0物理，1法术，2支援3，被动）,图集名字,图标,技能脚本路径（人的填，怪的不填）,技能自动战斗AI（人的填，怪的不填。要自动放的填，不自动放的不填）,技能描述,技能额外描述,播放器用技能简述,卡片主动技能描述,能显示在技能面板，但是无法拖动到UI快捷栏（0不做处理  ， 1表示无法拖动进UI， 默认0）,本地化区域划分(0所有1中2日4香港8韩16北美，多地区时数字叠加，例：日韩都上就配4+8=12)
100103401,普攻,宠物普攻物理近,普攻,1,100103401,100103401,4,1,1,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100103501,普攻,提线木偶普攻,普攻,1,100103501,100103501,4,1,1,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100103601,普攻,美人鱼普攻,普攻,1,100103601,100103601,4,1,1,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100106401,普攻,松鼠茉莉普攻,普攻,1,100106401,100106401,4,1,1,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100106801,普攻,冰火鹿普攻,普攻,1,100106801,100106801,4,1,1,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100106901,普攻,宠物普攻魔法近,普攻,1,100106901,100106901,4,1,1,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100107001,普攻,宠物普攻魔法远,普攻,1,100107001,100107001,4,1,1,0,1,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100108701,普攻,女武神普攻,普攻,1,100108701,100108701,4,1,1,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
100108801,普攻,剧情本女武神普攻,普攻,1,100108801,100108801,4,1,1,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,1,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Common,UI_Icon_Skill_Common_GongJi.png,,,,,,,,
